suburb,count,words
CROYDON,98,"{'ugh': 24, 'con': 17, 'ass': 14, 'off': 11, 'fuck': 6, 'mean': 5, 'brat': 3, 'babe': 2, 'ugly': 2, 'ugly ': 2, 'shit': 2, 'devil': 2, 'evil': 2, 'stupid': 2, 'sick': 2, 'mess': 2, 'sly': 1, 'blind': 1, 'beat': 1, 'shame': 1, 'ridiculous': 1, 'nobody': 1, 'freak': 1, 'bad thing': 1, 'asshole': 1, 'devilish': 1, 'crazy': 1, 'trouble': 1, 'fat': 1, 'crap': 1}"
CROYDON HILLS,41,"{'con': 12, 'ugh': 12, 'ass': 8, 'off': 3, 'babe': 2, 'shame': 2, 'mess': 1, 'bitch': 1, 'fat': 1, 'crazy': 1, 'shit': 1, 'sly': 1}"
CROYDON NORTH,47,"{'ugh': 11, 'con': 7, 'off': 6, 'ass': 6, 'fuck': 5, 'sly': 4, 'freak': 2, 'fat': 2, ' fool': 2, 'fool': 2, 'shit': 2, 'evil': 1, 'arse': 1, 'ignorant': 1, 'dick': 1, 'beat': 1, 'bitch': 1, 'mean': 1, 'fake': 1, 'stupid': 1, 'sick': 1}"
CROYDON SOUTH,16,"{'ugh': 6, 'con': 3, 'shit': 2, 'sick': 2, 'beef': 1, 'nobody': 1, 'off': 1, 'perv': 1}"
CURLEWIS,2,"{'shit': 1, 'ass': 1, 'mean': 1}"
DALLAS,19,"{'brat': 3, 'freak': 2, 'ugh': 2, 'fuck': 2, 'nobody': 2, 'ass': 2, 'dumb': 1, 'ugly': 1, 'fag': 1, 'faggot': 1, 'jealous': 1, 'bitch': 1, 'shit': 1, 'fake': 1, 'con': 1, 'beat': 1, 'shame': 1, 'arse': 1}"
DANDENONG,263,"{'ugh': 53, 'con': 38, 'ass': 28, 'off': 23, 'beat': 15, 'babe': 12, 'mean': 11, 'shit': 11, 'fat': 11, 'mess': 7, 'stupid': 6, 'evil': 6, 'crazy': 5, 'oldie': 5, 'fuck': 4, 'trouble': 4, 'ugly': 4, 'rude': 4, 'bastard': 3, 'brat': 3, 'ugly ': 3, 'shame': 3, 'dork': 3, 'devil': 2, 'con ': 2, 'crap': 2, 'trashbag': 2, 'imbecile': 2, 'loser': 2, 'freak': 2, 'sly': 2, 'mafia': 2, 'vile': 1, 'nobody': 1, 'bitch': 1, 'terrorist': 1, 'tyrant': 1, 'suck it': 1, 'jail': 1, 'in jail': 1, 'pawns': 1, 'murderer': 1, 'rapist': 1, 'dull': 1, 'shut up': 1, 'white trash': 1, 'jealous': 1, 'slut': 1, 'Satan': 1, 'gangster': 1, 'miserable': 1, 'brainwash': 1, 'loser ': 1, 'pussy': 1, 'sick': 1, 'disgusting': 1, 'scumbag': 1, 'commie': 1, 'jerk': 1, 'prude': 1, 'rotten': 1, 'poor man': 1}"
DANDENONG NORTH,214,"{'ugh': 44, 'con': 36, 'ass': 30, 'shit': 25, 'fuck': 24, 'off': 17, 'arse': 13, 'fat': 9, 'terrorist': 8, 'sly': 6, 'liar': 5, 'dick': 4, 'freak': 4, 'tabloid': 4, 'trouble': 4, 'prick': 4, 'mean': 3, 'evil': 3, 'beat': 3, 'ugly': 3, 'ugly ': 3, 'fuck you': 3, 'shame': 3, 'mess': 3, 'white trash': 2, 'scumbag': 2, 'imbecile': 2, 'fake': 2, 'jail': 2, 'crap': 1, 'sick': 1, 'pussy': 1, 'bastard': 1, 'babe': 1, 'cynical': 1, 'corrupt': 1, 'horrible': 1, 'murderer': 1, 'rapist': 1, ' fool': 1, 'fool': 1, 'bad thing': 1, 'horrendous': 1, 'holy shit': 1, 'dumb': 1, 'con ': 1, 'retard': 1, 'loser': 1, 'dull': 1, 'miserable': 1, 'stupid': 1}"
DANDENONG SOUTH,42,"{'ass': 11, 'ugh': 8, 'off': 6, 'fuck': 4, 'mean': 3, 'con': 3, 'dick': 2, 'mess': 2, 'sly': 1, 'shame': 1, 'fucker': 1, 'viper': 1, 'frustrated': 1, 'babe': 1, 'Useless': 1, 'shit': 1, 'oldie': 1}"
DARLEY,14,"{'off': 3, 'con': 3, 'ass': 3, 'shit': 1, 'ugh': 1, 'bitch': 1, 'bastard': 1, 'liar': 1, 'fuck': 1, 'con ': 1}"
DARRAWEIT GUIM,6,"{'ass': 5, 'drug dealer': 1, 'con': 1}"
DEANSIDE,3,"{'brat': 2, 'con': 1}"
DEEPDENE,12,"{'off': 4, 'con': 1, 'ugh': 1, 'brat': 1, 'mess': 1, 'fag': 1, 'faggot': 1, 'fuck': 1, 'shit': 1, ' fool': 1, 'fool': 1}"
DEER PARK,63,"{'ass': 13, 'ugh': 12, 'off': 9, 'con': 8, 'mess': 4, 'mean': 3, 'fat': 3, 'fuck': 3, 'shit': 2, 'sick': 2, 'babe': 1, 'fake': 1, 'terrorist': 1, 'oldie': 1, 'beef': 1, 'ridiculous': 1, 'crazy': 1, 'nasty': 1, 'crap': 1, 'jealous': 1, 'frustrated': 1, 'trouble': 1}"
DELAHEY,47,"{'mean': 12, 'ugh': 11, 'off': 9, 'shit': 4, 'fuck': 3, 'con': 2, 'crap': 2, 'ass': 2, 'sly': 1, 'dumb': 1, 'fat': 1, 'fucking annoying': 1, 'stupid': 1, 'it girl': 1, 'evil': 1, 'liar': 1, 'sick': 1, 'shame': 1}"
DERRIMUT,87,"{'ugh': 19, 'off': 14, 'con': 14, 'ass': 11, 'sick': 8, 'fuck': 5, 'shit': 5, 'mean': 4, 'mess': 3, 'crazy': 2, 'beat': 2, 'crap': 2, 'whore': 1, 'crook': 1, 'ugly': 1, 'ugly ': 1, 'disgusting': 1, 'sly': 1, 'bitch': 1, 'fake': 1, 'prick': 1, 'rotten': 1, 'jail': 1, 'blind': 1, 'selfish': 1, 'rapist': 1}"
DEVON MEADOWS,47,"{'ugh': 15, 'con': 9, 'ass': 7, 'shit': 6, 'off': 5, 'sly': 4, 'fuck': 4, 'mess': 2, 'con ': 2, 'piece of shit ': 1, 'piece of shit': 1, 'devil': 1, 'evil': 1, 'fake': 1, 'asshole': 1, 'ugly': 1, 'fat': 1}"
DIAMOND CREEK,68,"{'ass': 15, 'ugh': 15, 'off': 10, 'con': 8, 'fuck': 6, 'shit': 5, 'mean': 3, 'babe': 2, 'pussy': 1, 'talking shit': 1, 'crazy': 1, 'asshole': 1, 'brat': 1, 'fuck it': 1, 'moron': 1, 'pedophile': 1, 'fat': 1, 'sly': 1, 'rotten': 1, 'nobody': 1, 'retard': 1, 'stupid': 1, 'beat': 1, 'ridiculous': 1, 'holy shit': 1}"
DIGGERS REST,16,"{'off': 3, 'ass': 3, 'con': 2, 'ugh': 2, 'loser': 1, 'sly': 1, 'fat': 1, 'crap': 1, 'dumb': 1, 'dick': 1}"
DINGLEY VILLAGE,66,"{'con': 15, 'ugh': 15, 'ass': 10, 'off': 9, 'mean': 7, 'shit': 4, 'fuck': 2, 'fat': 2, 'brat': 1, 'holy shit': 1, 'crazy': 1, 'sneaky': 1, 'despicable': 1, 'arse': 1, 'dick': 1, 'crook': 1, 'moron': 1, 'mess': 1, 'scam': 1, 'scam ': 1, 'con ': 1, 'blind': 1, 'sly': 1, 'ignorant': 1}"
DIXONS CREEK,9,"{'off': 3, 'ugh': 2, 'crap': 1, 'ugly': 1, 'thug': 1, 'con': 1, 'crazy': 1}"
DOCKLANDS,1008,"{'off': 245, 'con': 242, 'ugh': 174, 'ass': 128, 'fuck': 48, 'shit': 31, 'brat': 27, 'mean': 24, 'beat': 24, 'sly': 20, 'con ': 11, 'mess': 10, 'sick': 10, 'bitch': 9, 'crazy': 9, 'stupid': 7, 'fat': 7, 'crap': 6, 'evil': 5, 'babe': 5, 'ridiculous': 5, 'dick': 5, 'arse': 5, 'nobody': 4, 'oldie': 4, 'dumb': 4, 'loser': 4, 'blind': 4, 'holy shit': 3, 'beast': 3, 'shame': 3, 'horrible': 3, 'asshole': 3, 'ugly': 3, 'ugly ': 3, ' fool': 2, 'fool': 2, 'dull': 2, 'smug': 2, 'thug': 2, 'thief': 2, 'jealous': 2, 'loser ': 2, 'liar': 2, 'crook': 2, 'trouble': 2, 'fake': 2, 'corrupt': 2, 'yikes': 2, 'freak': 2, 'jail': 2, 'in jail': 2, 'fag': 1, 'faggot': 1, 'devil': 1, 'sneaky': 1, 'perv': 1, 'terrorist': 1, 'moron': 1, 'selfish': 1, 'rotter': 1, 'sucker': 1, 'retard': 1, 'shut up': 1, 'fuck it': 1, 'rude': 1, 'poor man': 1, 'nasty': 1, 'shade': 1, 'horrendous': 1, 'Useless': 1}"
DON VALLEY,2,"{'ugh': 1, 'con': 1}"
DONCASTER,135,"{'off': 38, 'con': 23, 'ugh': 19, 'ass': 16, 'mean': 13, 'fuck': 5, 'sly': 4, 'crazy': 3, 'brat': 3, 'shit': 3, 'jealous': 2, 'fake': 1, 'sick': 1, 'bitch': 1, 'selfish': 1, 'crap': 1, 'rude': 1, 'beef': 1, 'oldie': 1, 'fuck it': 1, 'sleazy': 1, 'rotten': 1, 'evil': 1, 'rapist': 1, 'fat': 1, 'white trash': 1, 'fuck you': 1, 'babe': 1, 'fucker': 1, 'robber': 1, 'beat': 1, 'shade': 1, 'perv': 1}"
DONCASTER EAST,158,"{'ugh': 31, 'off': 29, 'con': 27, 'ass': 21, 'mean': 8, 'fat': 5, 'brat': 5, 'beat': 5, 'fuck': 4, 'sick': 4, 'ugly': 3, 'mess': 3, 'vile': 2, 'con ': 2, 'sly': 2, 'bitch': 2, 'babe': 2, 'fake': 2, 'horrible': 2, 'ugly ': 2, 'horrendous': 2, 'freak': 1, 'evil': 1, 'scam': 1, 'rapist': 1, 'shameless': 1, 'shame': 1, 'shit': 1, 'liar': 1, 'beef': 1, 'brainwash': 1, 'trouble': 1, 'slut': 1, 'pussy': 1, 'nasty': 1, 'sneaky': 1, 'yikes': 1, 'fucking annoying': 1, 'bad thing': 1}"
DONNYBROOK,2,"{'ass': 1, 'ugh': 1}"
DONVALE,44,"{'con': 13, 'off': 6, 'ugh': 6, 'shit': 4, 'ass': 3, 'fuck': 2, 'nastu': 2, 'crazy': 2, 'brat': 2, 'miserable': 1, 'pussy': 1, 'fake': 1, 'mean': 1, 'babe': 1, 'white trash': 1, 'horrible': 1, 'stupid': 1, 'fat': 1}"
DOREEN,93,"{'ugh': 21, 'ass': 13, 'con': 13, 'off': 12, 'fuck': 7, 'shit': 6, 'dick': 4, 'sick': 3, 'mess': 2, 'mean': 2, 'bitch': 2, 'rude': 2, 'dumb': 2, 'stupid': 2, 'trouble': 1, 'liar': 1, 'jerk': 1, 'nobody': 1, 'shame': 1, 'jail': 1, 'brat': 1, 'butch': 1, 'beast': 1, 'crap': 1, 'crook': 1}"
DOVETON,69,"{'ugh': 15, 'con': 13, 'fuck': 9, 'off': 7, 'mean': 4, 'shit': 4, 'crazy': 3, 'ass': 3, 'crap': 2, 'stupid': 2, 'beat': 1, 'bitch': 1, 'nasty': 1, 'freak': 1, 'sly': 1, 'fake': 1, 'jail': 1, 'in jail': 1, 'babe': 1, 'fuck you': 1, 'horrible': 1, 'jealous': 1, 'fucker': 1, 'mess': 1, 'get fucked': 1, 'frustrated': 1, 'arse': 1, 'sick': 1, 'shame': 1}"
DRYSDALE,79,"{'mean': 24, 'off': 21, 'ugh': 10, 'con': 9, 'beat': 7, 'ass': 6, 'dick': 2, 'evil': 1, 'shut the hell up': 1, 'babe': 1, 'fuck': 1}"
EAGLEMONT,59,"{'con': 16, 'ugh': 8, 'off': 5, 'ass': 5, 'crap': 4, 'mean': 4, 'fuck': 3, 'stupid': 3, 'bitch': 3, 'freak': 3, 'sly': 3, 'dick': 2, 'shit': 2, 'mess': 1, 'fat': 1, 'sick': 1, 'fuck off': 1, 'holy fuck': 1, 'fuck it': 1, 'sheeps': 1, 'jealous': 1, 'ridiculous': 1, 'vile': 1}"
EAST MELBOURNE,702,"{'con': 176, 'ugh': 150, 'off': 118, 'ass': 104, 'brat': 23, 'mean': 22, 'fuck': 21, 'beat': 19, 'sly': 17, 'shit': 16, 'fat': 9, 'crap': 8, 'shame': 6, 'crazy': 6, 'loser': 5, 'loser ': 5, 'mess': 5, 'sick': 5, 'con ': 5, 'vile': 4, 'liar': 4, 'freak': 4, 'babe': 4, 'stupid': 3, 'arse': 3, 'fag': 2, 'jerk': 2, 'sneaky': 2, 'trouble': 2, 'bitch': 2, 'disgusting': 2, 'rude': 2, 'obnoxious': 2, 'posh': 1, 'motherfucker': 1, 'fucker': 1, 'asshole': 1, 'prick': 1, 'bastard': 1, 'piece of shit': 1, 'beast': 1, 'pussy': 1, 'blind': 1, 'fraud': 1, 'terrorist': 1, 'pawns': 1, 'crook': 1, 'ridiculous': 1, 'dull': 1, 'fuck off': 1, 'dick': 1, 'jail': 1, 'in jail': 1, 'moron': 1, 'scam': 1, 'get fucked': 1, 'dork': 1, 'ugly': 1, 'ugly ': 1, 'devil': 1, 'evil': 1, 'dumb': 1, 'nobody': 1, 'beef': 1, 'obnoxious ': 1, 'sucker': 1, 'shade': 1, 'gangster': 1, 'fake': 1, 'horrible': 1}"
EDEN PARK,2,"{'beat': 1, 'off': 1, 'ugh': 1}"
EDITHVALE,27,"{'ugh': 7, 'con': 4, 'off': 4, 'shit': 4, 'mess': 2, 'ass': 2, 'ridiculous': 1, 'fat': 1, 'shade': 1, 'babe': 1, 'crazy': 1, 'dork': 1, 'shitty ': 1, 'rude': 1}"
ELSTERNWICK,117,"{'con': 36, 'off': 25, 'ass': 18, 'ugh': 17, 'beat': 4, 'brat': 4, 'con ': 3, 'crazy': 3, 'fuck': 3, 'sly': 2, 'shit': 2, 'arse': 1, 'babe': 1, 'dumb': 1, 'bitch': 1, 'selfish': 1, 'sick': 1, 'corrupt': 1, 'ugly': 1, 'mean': 1, 'nobody': 1, 'crap': 1, 'horrible': 1, 'dick': 1, 'thug': 1, 'loser': 1, 'butch': 1, 'beef': 1, 'dishonest': 1}"
ELTHAM,116,"{'ugh': 33, 'con': 20, 'ass': 20, 'off': 13, 'fuck': 7, 'shit': 5, 'sly': 4, 'babe': 2, 'beat': 2, 'brat': 2, 'mess': 2, 'mean': 2, 'slut': 1, 'dumb': 1, 'ridiculous': 1, 'retard': 1, 'sick': 1, 'you rat': 1, 'evil': 1, 'dick': 1, 'freak': 1, 'bitch': 1, 'rude': 1, 'ugly': 1, 'fat': 1, 'perv': 1}"
ELTHAM NORTH,25,"{'ass': 6, 'con': 4, 'ugh': 4, 'sick': 3, 'off': 2, 'shit': 2, 'brat': 1, 'freak': 1, 'fake': 1, 'beat': 1, 'shame': 1, 'crazy': 1}"
ELWOOD,263,"{'off': 53, 'ugh': 47, 'con': 40, 'ass': 38, 'fuck': 28, 'shit': 10, 'freak': 7, 'sly': 6, 'beat': 6, 'crazy': 5, 'mean': 5, 'babe': 4, 'oldie': 4, 'mess': 4, 'shade': 3, 'shut up': 2, 'beast': 2, 'brat': 2, 'sick': 2, 'fake': 2, 'nobody': 2, 'fuck off': 2, 'fat': 2, 'perv': 2, 'stupid': 1, 'crap': 1, 'butch': 1, 'smug': 1, 'ugly': 1, 'ugly ': 1, 'con ': 1, 'dick': 1, 'it girl': 1, 'backlash': 1, 'murderer': 1, 'nasty': 1, 'fuck you': 1, 'shame': 1, 'loser': 1, 'loser ': 1, 'bastard': 1, 'dull': 1, 'blind': 1, 'arse': 1, 'terrorist': 1, 'sleazy': 1, 'evil': 1, 'rude': 1, 'pussy': 1, 'fag': 1, 'horrible': 1, 'ignorant': 1, 'repulsive': 1}"
EMERALD,23,"{'ugh': 8, 'off': 6, 'con': 4, 'ass': 2, 'mean': 1, 'shit': 1, 'yuck': 1, 'beat': 1}"
ENDEAVOUR HILLS,117,"{'ugh': 34, 'ass': 18, 'con': 16, 'fuck': 12, 'off': 10, 'shit': 6, 'sick': 6, 'mean': 4, 'stupid': 2, 'fat': 2, 'sly': 2, 'bitch': 2, 'slut': 2, 'brat': 2, 'dick': 2, 'butch': 1, 'trouble': 1, 'shame': 1, 'ugly': 1, 'ugly ': 1, 'crazy': 1, 'ridiculous': 1, 'miserable': 1, 'freak': 1, 'fuck you': 1, ' fool': 1, 'fool': 1, 'mess': 1, 'horrible': 1, 'con ': 1}"
EPPING,279,"{'con': 63, 'ugh': 42, 'ass': 36, 'shit': 32, 'off': 24, 'fuck': 17, 'mean': 17, 'scam': 10, 'sick': 7, 'brat': 5, 'sly': 4, 'shut up': 4, 'ridiculous': 3, 'stupid': 3, 'dick': 3, 'shame': 3, 'scam ': 3, 'beat': 3, 'fat': 3, 'fake': 3, 'retard': 2, 'crazy': 2, 'scammer': 2, 'fuck off': 2, 'prick': 2, 'arse': 2, 'mess': 2, ' fool': 2, 'fool': 2, 'babe': 2, 'bitch': 2, 'rude': 2, ' scammer': 1, 'con ': 1, 'disgusting': 1, 'frustrated': 1, 'ignorant': 1, 'horrendous': 1, 'bad thing': 1, 'drug dealer': 1, 'scamming': 1, 'holy shit': 1, 'shitty ': 1, 'crap': 1, 'freak': 1, 'fag': 1, 'faggot': 1, 'shade': 1, 'petty': 1, 'miserable': 1, 'fucker': 1, 'evil': 1, 'worthless': 1, 'smug': 1}"
ESSENDON,254,"{'ugh': 51, 'con': 43, 'off': 40, 'ass': 29, 'fuck': 17, 'shit': 15, 'shame': 9, 'sly': 7, 'sick': 6, 'bitch': 4, 'brat': 4, 'mean': 4, 'dick': 4, 'ridiculous': 3, 'con ': 3, 'fat': 3, 'babe': 3, 'stupid': 3, ' fool': 2, 'fool': 2, 'mess': 2, 'slut': 2, 'arse': 2, 'coward': 2, 'selfish': 2, 'blind': 2, 'crap': 2, 'evil': 1, 'ugly': 1, 'ugly ': 1, 'corrupt': 1, 'terrorist': 1, 'shut up': 1, 'retard': 1, 'beast': 1, 'trouble': 1, 'asshole': 1, 'crazy': 1, 'rude': 1, 'piece of shit ': 1, 'piece of shit': 1, 'dull': 1, 'sucker': 1, 'prick': 1, 'smug': 1, 'shade': 1, 'nobody': 1, 'fuck you': 1, 'scumbag': 1, 'jealous': 1, 'jerk': 1, 'beat': 1, 'fake': 1, 'miserable': 1, 'fucker': 1, 'bribe': 1, 'horrible': 1, 'freak': 1, 'loser': 1, 'loser ': 1, 'oldie': 1, 'bastard': 1}"
ESSENDON FIELDS,25,"{'con': 8, 'off': 4, 'con ': 3, 'ass': 3, 'brat': 2, 'ugh': 2, 'mean': 2, 'fuck': 2, 'shame': 1, 'beat': 1, 'shade': 1, 'fat': 1, 'sick': 1, 'dumb': 1, 'ugly': 1, 'ugly ': 1}"
ESSENDON NORTH,27,"{'con': 6, 'ugh': 5, 'off': 4, 'ass': 3, 'mean': 3, 'shame': 2, 'mess': 2, 'crazy': 1, 'sly': 1, 'fuck': 1, 'fat': 1}"
ESSENDON WEST,14,"{'ugh': 3, 'fuck': 3, 'fat': 2, 'con': 2, 'beat': 2, 'con ': 1, 'trouble': 1, 'sick': 1}"
EUMEMMERRING,1,{'brat': 1}
EYNESBURY,10,"{'ass': 4, 'off': 4, 'ugh': 2, 'rude': 1, 'horrible': 1}"
FAIRFIELD,57,"{'off': 12, 'ass': 12, 'ugh': 11, 'con': 8, 'fuck': 6, 'sly': 5, 'shit': 3, 'con ': 2, 'ugly': 1, 'asshole': 1, 'horrible': 1, 'dumb': 1, 'nobody': 1, 'fat': 1, 'dick': 1, 'sick': 1, 'brat': 1}"
FAWKNER,74,"{'ugh': 24, 'con': 10, 'ass': 10, 'off': 8, 'shit': 8, 'mean': 6, 'fuck': 4, 'sick': 3, 'stupid': 2, 'terrorist': 2, 'fat': 2, 'murderer': 1, 'shitty ': 1, 'fuck off': 1, 'bribe': 1, 'corrupt': 1, 'sly': 1, 'dull': 1, 'mafia': 1, 'beat': 1, 'traitor': 1, 'trouble': 1, 'mess': 1, 'shade': 1, 'bastard': 1, 'brat': 1, 'rotten': 1}"
FERNTREE GULLY,261,"{'ugh': 69, 'con': 46, 'off': 37, 'ass': 35, 'fuck': 20, 'mean': 18, 'shit': 11, 'evil': 5, 'crazy': 4, 'fake': 3, 'ridiculous': 3, 'con ': 3, 'beat': 3, 'shame': 3, 'sly': 3, 'mess': 2, 'terrorist': 2, 'sick': 2, 'rapist': 2, 'stupid': 2, 'perv': 2, 'rude': 2, 'liar': 2, 'arse': 2, 'dick': 2, 'traitor': 1, 'devil': 1, 'bitch': 1, 'drug dealer': 1, 'fag': 1, 'despise': 1, 'trouble': 1, 'shitty ': 1, 'slut': 1, 'nobody': 1, 'sucker': 1, 'bastard': 1, 'fat': 1, 'murderer': 1, 'poor man': 1, 'disgusting': 1, 'go crazy': 1, 'retard': 1, 'horrible': 1}"
FITZROY,964,"{'off': 217, 'con': 125, 'ugh': 122, 'ass': 118, 'rude': 82, 'Satan': 59, 'fuck': 40, 'brat': 31, 'babe': 26, 'mean': 24, 'shit': 23, 'sly': 20, 'mess': 17, 'beef': 15, 'fat': 13, 'crazy': 11, 'con ': 10, 'crap': 9, 'beat': 9, 'sick': 8, 'dick': 8, 'stupid': 7, 'evil': 7, 'shame': 5, 'trouble': 4, 'beast': 4, 'bitch': 4, 'freak': 4, 'fag': 3, 'ugly': 3, 'ugly ': 3, 'shade': 3, 'vile': 3, 'sneaky': 3, 'asshole': 3, 'dull': 3, 'terrorist': 2, 'disgusting': 2, 'jerk': 2, 'dumb': 2, 'shut up': 2, 'blind': 2, 'unbearable': 2, 'ridiculous': 2, 'loser': 2, 'fake': 1, 'perv': 1, 'fool': 1, 'drop dead': 1, 'prick': 1, 'spoiled': 1, 'bastard': 1, 'shameless': 1, 'loser ': 1, 'it girl': 1, 'white trash': 1, 'gangster': 1, 'suck it': 1, 'faggot': 1, 'devil': 1, 'shut the hell up': 1, 'oldie': 1, 'puppets': 1, 'jealous': 1, 'petty': 1, 'liar': 1, 'reckless': 1, 'thug': 1, 'arse': 1, 'pussy': 1, 'blow off': 1}"
FITZROY NORTH,327,"{'ugh': 77, 'off': 63, 'con': 63, 'ass': 50, 'fuck': 15, 'shit': 15, 'mean': 13, 'sly': 9, 'babe': 7, 'con ': 6, 'mess': 5, 'crap': 5, 'evil': 4, 'sick': 4, 'brat': 4, 'perv': 4, 'loser': 3, 'shame': 3, 'stupid': 3, 'crazy': 3, 'dick': 2, 'loser ': 2, 'whore': 2, 'ridiculous': 2, ' fool': 2, 'fool': 2, 'dork': 2, 'beat': 2, 'holy shit': 2, 'rapist': 1, 'devil': 1, 'trouble': 1, 'beef': 1, 'horrible': 1, 'vile': 1, 'ugly': 1, 'ugly ': 1, 'bitch': 1, 'piece of shit ': 1, 'piece of shit': 1, 'terrorist': 1, 'jealous': 1, 'arse': 1, 'wretched': 1, 'dumb': 1, 'fake': 1, 'liar': 1, 'fat': 1, 'horrendous': 1, 'asshole': 1, 'freak': 1}"
FLEMINGTON,274,"{'off': 54, 'con': 52, 'ass': 43, 'ugh': 35, 'fuck': 21, 'shit': 11, 'mean': 10, 'brat': 8, 'babe': 7, 'con ': 7, 'beat': 6, 'sly': 6, 'crazy': 6, 'bitch': 5, 'mess': 4, 'evil': 3, 'freak': 2, 'dick': 2, 'sick': 2, 'liar': 2, 'jealous': 2, 'beef': 2, 'vile': 2, 'sheeps': 1, 'ugly': 1, 'ugly ': 1, 'dumb': 1, 'beast': 1, 'horrible': 1, 'stupid': 1, 'disgusting': 1, 'suck a dick': 1, 'holy shit': 1, 'slut': 1, 'dull': 1, 'tabloid': 1, 'ridiculous': 1, 'fat': 1, 'moron': 1, 'reckless': 1, 'shame': 1, 'shade': 1, 'trouble': 1}"
FOOTSCRAY,439,"{'con': 95, 'ugh': 88, 'ass': 75, 'off': 65, 'fuck': 24, 'shit': 16, 'mean': 16, 'mess': 13, 'sly': 9, 'crazy': 8, 'loser': 8, 'fat': 8, 'brat': 7, 'sick': 6, 'babe': 6, 'con ': 5, 'arse': 5, 'stupid': 5, 'loser ': 5, 'beef': 4, 'fake': 4, 'bitch': 4, 'liar': 3, 'ridiculous': 3, 'blind': 3, 'beat': 3, 'ugly': 2, 'ugly ': 2, 'beast': 2, 'dumb': 2, 'crap': 2, 'freak': 2, 'rotter': 2, 'crook': 2, 'shame': 2, 'dick': 2, 'jail': 1, 'slut': 1, 'holy shit': 1, 'moron': 1, ' fool': 1, 'fool': 1, 'despicable': 1, 'puppets': 1, 'thief': 1, 'frustrated': 1, 'devil': 1, 'evil': 1, 'vile': 1, 'trouble': 1, 'mafia': 1, 'degenerate': 1, 'jealous': 1, 'horrible': 1, 'rude': 1, 'fuck off': 1, 'backlash': 1, 'oldie': 1}"
FOREST HILL,77,"{'ugh': 14, 'ass': 13, 'off': 11, 'con': 9, 'sly': 6, 'mean': 5, 'shit': 4, 'fuck': 3, 'babe': 2, 'beat': 2, 'freak': 2, 'jail': 2, 'jealous': 2, 'crap': 1, ' fool': 1, 'fool': 1, 'nasty': 1, 'fake': 1, 'devil': 1, 'evil': 1, 'ridiculous': 1, 'sick': 1, 'pussy': 1, 'coward': 1, 'selfish': 1}"
FRANKSTON,415,"{'ugh': 90, 'con': 72, 'ass': 55, 'off': 40, 'fuck': 32, 'shit': 20, 'sly': 15, 'crazy': 11, 'mean': 10, 'bitch': 8, 'babe': 8, 'con ': 7, 'beat': 7, 'crap': 6, 'jealous': 6, 'stupid': 6, 'fat': 6, 'mess': 6, 'brat': 6, 'evil': 5, 'sick': 5, 'dumb': 4, 'fake': 4, 'freak': 3, 'arse': 3, 'shut up': 3, 'bastard': 2, 'dick': 2, 'liar': 2, 'moron': 2, 'prick': 2, 'vile': 2, 'dumbass': 2, 'shame': 2, 'slut': 2, 'disgusting': 2, 'loser': 2, 'shade': 2, 'devil': 1, 'retard': 1, 'fuck you': 1, 'beast': 1, 'fuckfest': 1, 'freaked out': 1, 'jail': 1, 'in jail': 1, 'whore': 1, 'smug': 1, 'spineless': 1, 'ridiculous': 1, 'cynical': 1, 'lock him up': 1, 'piece of shit': 1, 'shut the hell up': 1, 'murderer': 1, 'spoiled': 1, 'oldie': 1, 'nasty': 1, 'pussy': 1, 'nobody': 1, 'corrupt': 1, 'sucker': 1}"
FRANKSTON NORTH,35,"{'con': 9, 'ugh': 8, 'babe': 3, 'mean': 3, 'ass': 3, 'fuck': 3, 'off': 3, 'shit': 1, 'jealous': 1, 'fake': 1, 'con ': 1, 'suck it': 1, 'sick': 1, 'ugly': 1, 'ugly ': 1}"
FRANKSTON SOUTH,215,"{'ugh': 52, 'con': 28, 'ass': 23, 'fuck': 19, 'off': 19, 'shit': 16, 'mean': 11, 'mess': 9, 'dumb': 5, 'dick': 5, 'rude': 5, 'freak': 4, 'bitch': 4, 'con ': 4, 'ridiculous': 3, 'sick': 3, 'shade': 3, 'loser': 3, 'sly': 3, 'stupid': 2, 'fat': 2, 'blind': 2, 'loser ': 2, 'asshole': 2, 'holy fuck': 1, 'ugly': 1, 'ugly ': 1, 'fake': 1, 'disgusting': 1, 'rapist': 1, 'arse': 1, 'butch': 1, 'smug': 1, 'fucking annoying': 1, 'shut up': 1, 'fuck you': 1, 'brat': 1, 'nasty': 1, 'jerk': 1, 'nobody': 1, 'jealous': 1, 'posh': 1, 'cheater': 1, 'shitty ': 1, 'babe': 1, 'shame': 1, 'evil': 1, 'horrible': 1, 'beat': 1, 'Satan': 1, 'trouble': 1, 'damned ': 1, 'traitor': 1}"
FRASER RISE,14,"{'off': 3, 'ugh': 3, 'ass': 3, 'freak': 1, 'fuck': 1, 'sick': 1, 'evil': 1, 'mean': 1, 'shit': 1, 'con': 1}"
GARDENVALE,11,"{'off': 5, 'ass': 2, 'smug': 1, 'ugh': 1, 'bitch': 1, 'brat': 1, 'stupid': 1, 'stupid people': 1, 'con': 1}"
GEMBROOK,6,"{'con': 2, 'bitch': 1, 'piece of shit': 1, 'horrible': 1, 'shit': 1, 'beat': 1, 'ugh': 1, 'sly': 1}"
